,latitude,longitude,Наименование пункта пропуска,Федеральный округ,Вид,Количество,Год,Категория,Филиал,Установлен / закрыт,Функционирует/не функционирует,Сопредельное государство
425,53.796262,61.157583,Бускульский,УФО,ЖДПП,0.0,2018,Число людей,Уральский,установлен,нет,Республика Казахстан
426,60.840635,28.378262,Бусловская,СЗФО,ЖДПП,11551.0,2018,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика
431,50.3108,36.5807,Вергелевка,ЦФО,АПП,0.0,2018,Число людей,Белгородский,установлен,нет,Украина
432,50.197641,37.638937,Вериговка,ЦФО,АПП,127513.0,2018,Число людей,Белгородский,установлен,да,Украина
433,46.724082,48.22708,Верхний Баскунчак,ЮФО,ЖДПП,1671.0,2018,Число людей,Волгоградский,установлен,да,Республика Казахстан
434,42.768431,44.631185,Верхний Ларс,СКФО,АПП,2782820.0,2018,Число людей,Северо-Кавказский,установлен,да,Республика Грузия
435,49.5112,112.602049,Верхний Ульхун,ДФО,АПП,4322.0,2018,Число людей,Читинский,установлен,да,Монголия
437,51.211204,81.11318,Веселоярск,СФО,АПП,461202.0,2018,Число людей,Новосибирский,установлен,да,Республика Казахстан
438,49.429484,46.795764,Вишневка,ЮФО,АПП,112848.0,2018,Число людей,Волгоградский,установлен,да,Республика Казахстан
445,54.646153,65.803555,Воскресенское,УФО,АПП,204966.0,2018,Число людей,Уральский,установлен,да,Республика Казахстан
447,60.715429,28.750744,Выборг,СЗФО,ЖДПП,98002.0,2018,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика
450,62.168784,30.635873,Вяртсиля,СЗФО,АПП,1163848.0,2018,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика
451,62.168005,30.641338,Вяртсиля,СЗФО,ЖДПП,2854.0,2018,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика
452,41.490063,48.064536,Гарах,СКФО,АПП,32713.0,2018,Число людей,Северо-Кавказский,установлен,да,Азербайджанская Республика
456,51.286303,34.731497,Глушково,ЦФО,ЖДПП,0.0,2018,Число людей,Брянский,установлен,да,Украина
457,50.4348,35.8312,Головчино,ЦФО,АПП,0.0,2018,Число людей,Белгородский,установлен,нет,Украина
458,50.511166,35.825004,Головчино,ЦФО,ЖДПП,0.0,2018,Число людей,Белгородский,установлен,да,Украина
459,50.972275,81.420538,Горняк,СФО,АПП,212549.0,2018,Число людей,Новосибирский,установлен,да,Республика Казахстан
460,50.43093,35.591033,Грайворон,ЦФО,АПП,209918.0,2018,Число людей,Белгородский,установлен,да,Украина
464,54.343023,22.298854,Гусев,СЗФО,АПП,560747.0,2018,Число людей,Калининградский,установлен,да,Республика Польша
466,42.056396,48.306587,Дербент,СКФО,ЖДПП,119384.0,2018,Число людей,Северо-Кавказский,установлен,да,Азербайджанская Республика
467,53.482007,123.888834,Джалинда,ДФО,СПП,0.0,2018,Число людей,Хабаровский,установлен,нет,Китайская Народная Республика
471,50.7621,35.5521,Долбино,ЦФО,ЖДПП,0.0,2018,Число людей,Белгородский,установлен,нет,Украина
474,55.066608,21.952485,Дубки,СЗФО,АПП,0.0,2018,Число людей,Калининградский,установлен,да,Литовская Республика
479,54.356622,21.323472,Железнодорожный,СЗФО,АПП,0.0,2018,Число людей,Калининградский,установлен,нет,Республика Польша
480,54.35581,21.32322,Железнодорожный,СЗФО,ЖДПП,4995.0,2018,Число людей,Калининградский,установлен,да,Республика Польша
481,50.4742,105.1031,Желтура,ДФО,АПП,0.0,2018,Число людей,Читинский,установлен,нет,Монголия
