,Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Количество по паспорту
9462,Улан-Удэ (Мухино),Читинский,51.804968,107.443873,ДФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9463,Ульяновск (Баратаевка),Волгоградский,54.2648,48.2235,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9464,Ульяновск (Восточный),Волгоградский,54.414059,48.800202,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9465,Успенская,Ростовский,47.688997,38.677759,ЮФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9466,Усть-Луга,Санкт-Петербургский,59.694155,28.431728,СЗФО,МПП,0,2017,Грузы в тоннах,установлен,да,193889825
9467,Уфа,Уральский,54.343363,55.504405,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9468,Ушаково,Хабаровский,51.883,126.5631,ДФО,СПП,0,2017,Грузы в тоннах,установлен,нет,0
9469,Уэлен,Владивостокский,66.157446,190.19614,ДФО,МПП,0,2017,Грузы в тоннах,установлен,нет,0
9470,Феодосия,Крымский,45.030754,35.385505,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9471,Хабаровск,Хабаровский,48.468957,135.057972,ДФО,РПП,0,2017,Грузы в тоннах,установлен,да,1820000
9472,Хабаровск (Новый),Хабаровский,48.52694,135.172442,ДФО,ВПП,0,2017,Грузы в тоннах,установлен,да,9125
9473,Хандагайты (Боршо),Новосибирский,50.700218,92.069395,СФО,АПП,17390,2017,Грузы в тоннах,установлен,да,0
9474,Ханты-Мансийск,Уральский,61.026293,69.096166,УФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9475,Хасан,Владивостокский,42.430155,130.644336,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9476,Холмск,Владивостокский,47.046599,142.044024,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9477,Цаган-Толгой,Новосибирский,49.957094,95.62729,СФО,АПП,4025,2017,Грузы в тоннах,установлен,да,0
9478,Чебоксары,Волгоградский,56.132199998945,47.2518999986351,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9479,Челябинск (Баландино),Уральский,55.297409,61.511778,УФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9480,Череповец,Санкт-Петербургский,59.281663,38.021305,СЗФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9481,Черлак,Новосибирский,54.155114,74.804456,СФО,РПП,0,2017,Грузы в тоннах,установлен,да,0
9482,Чернышевское,Калининградский,54.645721,22.736633,СЗФО,АПП,160541,2017,Грузы в тоннах,установлен,да,0
9483,Черняховск,Калининградский,54.629537,21.817797,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9484,Чертково,Ростовский,49.387003,40.123997,ЮФО,АПП,177269,2017,Грузы в тоннах,установлен,да,0
9485,Чертково,Ростовский,49.37829,40.145063,ЮФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9486,Чита (Кадала),Читинский,52.020311,113.308658,ДФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9487,Чкаловский,Центральный аппарат,55.894051,38.049942,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9488,Шара-Сур,Новосибирский,50.515325,94.337233,СФО,АПП,1416,2017,Грузы в тоннах,установлен,да,0
9489,Шахтерск,Владивостокский,49.161656,142.057986,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,6999970
9490,Шебекино,Белгородский,50.352158,36.922684,ЦФО,АПП,265343,2017,Грузы в тоннах,установлен,да,0
9491,Шумилкино,Псковский,57.644615,27.387415,СЗФО,АПП,198639,2017,Грузы в тоннах,установлен,да,0
9492,Элиста,Волгоградский,46.369372,44.330585,ЮФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9493,Эльтон,Волгоградский,49.130289,46.838265,ЮФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9494,Южная Озереевка,Сочинский,44.669291,37.654061,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9495,Южно-Сахалинск (Хомутово),Владивостокский,46.886816,142.723799,ДФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9496,Якутск,Хабаровский,62.085867,129.75053,ДФО,ВПП,0,2017,Грузы в тоннах,установлен,да,2190
9497,Ялта,Крымский,44.495188,34.172098,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9498,Яраг-Казмаляр,Северо-Кавказский,41.640607,48.40786,СКФО,АПП,215720,2017,Грузы в тоннах,установлен,да,0
9499,Ярославль (Туношна),Центральный аппарат,57.5456000007689,40.125799998641,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9500,Абагайтуй,Читинский,49.5833,117.8167,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,0
9501,Абакан,Новосибирский,53.751561,91.400039,СФО,ВПП,0,2018,Грузы в тоннах,установлен,да,1095
9502,Адлер,Сочинский,43.397314,40.002072,ЮФО,АПП,1916149,2018,Грузы в тоннах,установлен,да,0
9503,Адлер,Сочинский,43.40274645,39.99306761,ЮФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,0
9504,Азов,Ростовский,47.119011,39.417494,ЮФО,МПП,0,2018,Грузы в тоннах,установлен,да,2685000
9505,Айнек-Гол,Читинский,50.3678,103.279,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,0
9506,Аксарайский,Волгоградский,46.7337,48.0892,ЮФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,0
9507,Александровск-Сахалинский,Владивостокский,50.894461,142.146687,ДФО,МПП,0,2018,Грузы в тоннах,установлен,нет,0
9508,Алтан,Читинский,49.8833,109.0667,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,0
9509,Амурзет,Хабаровский,47.690284,131.073245,ДФО,СПП,0,2018,Грузы в тоннах,установлен,да,502000
9510,Анадырь,Владивостокский,64.740179,177.507531,ДФО,МПП,0,2018,Грузы в тоннах,установлен,да,364000
9511,Анадырь (Угольный),Владивостокский,64.713322,177.737705,ДФО,ВПП,0,2018,Грузы в тоннах,установлен,да,0
9512,Анапа,Сочинский,44.897531,37.304278,ЮФО,МПП,0,2018,Грузы в тоннах,установлен,да,374000
9513,Анапа (Витязево),Сочинский,45.002826,37.340337,ЮФО,ВПП,0,2018,Грузы в тоннах,установлен,да,0
9514,Армянск,Крымский,46.136665,33.646077,ЮФО,АПП,113177,2018,Грузы в тоннах,установлен,да,0
9515,Армянск,Крымский,46.115953,33.702811,ЮФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,0
9516,Архангельск,Мурманский,64.528454,40.54068,СЗФО,МПП,0,2018,Грузы в тоннах,установлен,да,0
9517,Архангельск (Талаги),Мурманский,64.595784,40.710779,СЗФО,ВПП,0,2018,Грузы в тоннах,установлен,да,0
9518,Аспайты,Новосибирский,50.3099,90.0221,СФО,АПП,0,2018,Грузы в тоннах,установлен,нет,0
9519,Астрахань,Волгоградский,46.360711,48.037058,ЮФО,МПП,0,2018,Грузы в тоннах,установлен,да,0
9520,Астрахань (Нариманово),Волгоградский,46.287118,47.999856,ЮФО,ВПП,0,2018,Грузы в тоннах,установлен,да,0
9521,Багратионовск,Калининградский,54.372517,20.659173,СЗФО,АПП,582412,2018,Грузы в тоннах,установлен,да,0
9522,Багратионовск,Калининградский,54.3927,20.6475,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,0
9523,Барнаул,Новосибирский,53.36153,83.548411,СФО,ВПП,0,2018,Грузы в тоннах,установлен,да,0
9524,Безымено,Белгородский,50.368527,35.756453,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,0
9525,Белая Березка,Брянский,52.3835,33.4804,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,0
9526,Белгород,Белгородский,50.645132,36.570298,ЦФО,ВПП,0,2018,Грузы в тоннах,установлен,да,0
9527,Белгород,Белгородский,50.593234,36.605675,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,0
9528,Беринговский,Владивостокский,63.064571,179.366523,ДФО,МПП,0,2018,Грузы в тоннах,установлен,да,309400
9529,Благовещенск,Хабаровский,50.420907,127.407967,ДФО,ВПП,0,2018,Грузы в тоннах,установлен,да,3285
